orthogroup	gene_id	gene_type	san_id	san_conting	san_start	san_end	yak_id	yak_conting	yak_start	yak_end	pw_Dmel_Dsan_w	pw_Dtei_Dmel_w	pw_Dtei_Dsan_w	pw_Dyak_Dmel_w	pw_Dyak_Dsan_w	pw_Dyak_Dtei_w
OG0011957	CG17780	GB	LOC120453342	NC_053019.2	26346687.0	26348294.0	LOC6538717	NC_052530.2	28143857.0	28148285.0	0.2411	0.2647	0.3974	0.2344	0.2392	0.356
OG0011955	CG17781	GB	LOC120453926	NC_053019.2	26357103.0	26358571.0	LOC6538720	NC_052530.2	28153863.0	28156137.0	0.447	0.4332	0.8201	0.3507	0.2916	0.4588
OG0011954	CG17782	GB	LOC120453352	NC_053019.2	26359290.0	26361259.0	LOC6538721	NC_052530.2	28156748.0	28158816.0	0.5735	0.6396	0.3687	0.534	0.4652	0.3013
OG0011948	CG17784	GB	LOC120453348	NC_053019.2	26367044.0	26367958.0	LOC6538726	NC_052530.2	28164432.0	28165505.0	1.0115	0.9337	0.1219	1.0987	0.001	0.1364
OG0011921	CG17786	GB	LOC120451658	NC_053019.2	26514536.0	26519222.0	LOC26536240	NC_052530.2	28312285.0	28317343.0	0.0896	0.0643	0.0268	0.0819	0.3889	0.0412
OG0011251	CG17801	GB	LOC120453847	NC_053019.2	2491919.0	2494044.0	LOC6535488	NC_052530.2	4238694.0	4240838.0	0.1333	0.1629	0.1353	0.1307	0.0653	0.1359
OG0011250	CG17802	GB	LOC120453843	NC_053019.2	2489986.0	2491782.0	LOC6535487	NC_052530.2	4236684.0	4238577.0	0.3368	0.3684	0.2732	0.3794	0.5586	0.3289
OG0011248	CG17803	GB	LOC120453842	NC_053019.2	2483570.0	2486554.0	LOC6535485	NC_052530.2	4230562.0	4233740.0	0.1398	0.1712	0.2795	0.1512	0.001	0.7567
OG0011249	CG17806	GB	LOC120453844	NC_053019.2	2488259.0	2489875.0	LOC6535486	NC_052530.2	4235108.0	4236650.0	0.9392	0.9171	1.0828	0.863	1.2268	1.0686
OG0006954	CG17807	GB	LOC120445400	NC_053017.2	15512274.0	15514207.0	LOC6531292	NC_052528.2	18663765.0	18665710.0	0.2079	0.2077	0.15	0.2051	0.1224	0.191
OG0010167	CG17816	GB	LOC120450757	NC_053019.2	6625615.0	6657482.0	LOC6536001	NC_052530.2	8416385.0	8448363.0	0.1276	0.104	0.0479	0.1477	0.0859	0.0668
OG0011638	CG17819	GB	LOC120452979	NC_053019.2	18557537.0	18558474.0	LOC6537666	NC_052530.2	20347736.0	20348650.0	0.4628	0.2683	0.2993	0.4561	0.1793	0.3726
OG0006517	CG17821	GB	LOC120446961	NC_053017.2	14089492.0	14090978.0	LOC6531034	NC_052528.2	17234945.0	17236227.0	0.1023	0.0995	0.1211	0.0895	0.1477	0.1237
OG0008626	CG17826	GB	LOC120447733	NC_053018.2	12142540.0	12144689.0	LOC6533817	NC_052529.2	12075768.0	12078308.0	0.0773	0.0817	0.0478	0.0932	0.1459	0.0656
OG0000989	CG17829	GB	LOC120456247	NC_053021.2	461431.0	463960.0	LOC6523819	NC_052526.2	477468.0	479981.0	0.1408	0.0978	0.1539	0.0877	0.1308	0.0287
OG0003770	CG17834	GB	LOC120455089	NC_053016.2	11306868.0	11319491.0	LOC6527761	NC_052527.2	11283494.0	11296275.0	0.0478	0.0454	0.0318	0.055	0.028	0.0673
OG0008888	CG17839	GB	LOC120448137	NC_053018.2	15073118.0	15143767.0	LOC6534137	NC_052529.2	14986908.0	15059828.0	0.3283	0.3277	0.4237	0.3729	0.737	0.5031
OG0001824	CG17841	GB	LOC120456406	NC_053021.2	19165094.0	19181484.0	LOC6526008	NC_052526.2	19409330.0	19424680.0	0.1276	0.0969	0.0832	0.1085	0.0658	0.0722
OG0001693	CG1785	GB	LOC120455744	NC_053021.2	13034472.0	13036337.0	LOC6525274	NC_052526.2	13156723.0	13158583.0	0.0342	0.0352	0.001	0.0296	0.001	0.001
OG0003827	CG17855	GB	LOC120449867	NC_053016.2	12374110.0	12375968.0	LOC6527866	NC_052527.2	12329432.0	12331288.0	0.0451	0.0464	0.0697	0.0434	0.0183	0.0683
OG0004924	CG17883	GB	LOC120457492	NW_025318933.1	53011.0	54614.0	LOC6529154	NC_052527.2	27944669.0	27946320.0	0.5856	0.5862	0.533	0.5534	0.4474	0.4785
OG0001695	CG1789	GB	LOC120457010	NC_053021.2	13029811.0	13030729.0	LOC6525272	NC_052526.2	13152065.0	13152963.0	0.3416	0.5151	1.331	0.3858	0.4709	1.1505
OG0000976	CG17896	GB	LOC120456288	NC_053021.2	329199.0	331865.0	LOC6523805	NC_052526.2	345514.0	348179.0	0.2441	0.2363	0.1265	0.2602	0.1395	0.16
OG0004469	CG17904	GB	LOC120444925	NC_053017.2	5878441.0	5879513.0	LOC6529523	NC_052528.2	6950056.0	6951163.0	0.1693	0.1387	0.1407	0.1346	0.44	0.1637
OG0001791	CG1791	GB	LOC120455701	NC_053021.2	18782807.0	18784252.0	LOC6525963	NC_052526.2	19019975.0	19021429.0	0.044	0.031	0.1118	0.0365	0.2871	0.0289
OG0010045	CG17917	GB	LOC120454056	NC_053019.2	18116464.0	18117527.0	LOC6537599	NC_052530.2	19895028.0	19896052.0	0.1482	0.186	0.001	0.1824	0.0522	0.0448
OG0010047	CG17919	GB	LOC120452393	NC_053019.2	18118719.0	18119859.0	LOC6537601	NC_052530.2	19897320.0	19898445.0	0.0462	0.0559	0.0261	0.0486	0.001	0.025
OG0012697	CG1792	GB	LOC120454621	NC_053019.2	28426573.0	28428176.0	LOC6539025	NC_052530.2	30230335.0	30231960.0	0.0243	0.0254	0.0292	0.0205	0.0389	0.0206
OG0004478	CG17928	GB	LOC120446563	NC_053017.2	5818132.0	5820770.0	LOC6529513	NC_052528.2	6889231.0	6891484.0	0.0507	0.0561	0.021	0.0584	0.0943	0.0554
OG0011091	CG17929	GB	LOC120450857	NC_053019.2	14290232.0	14292040.0	LOC6537057	NC_052530.2	16050045.0	16051871.0	0.8119	0.9649	0.5201	1.1009	1.0567	1.0133
OG0011092	CG17930	GB	LOC120450856	NC_053019.2	14286938.0	14289617.0	LOC6537056	NC_052530.2	16047506.0	16049974.0	0.1865	0.1407	0.361	0.1557	0.1367	0.1701
OG0011098	CG17931	GB	LOC120453369	NC_053019.2	14258041.0	14259172.0	LOC6537050	NC_052530.2	16017837.0	16018983.0	0.1	0.0902	0.0872	0.0996	0.3821	0.0736
OG0010135	CG17944	GB	LOC120454021	NC_053019.2	7165815.0	7166636.0	LOC6539854	NC_052530.2	8976086.0	8976871.0	0.1975	0.1945	0.1989	0.1992	0.299	0.1938
OG0001236	CG17959	GB	LOC120455620	NC_053021.2	5679084.0	5679557.0	LOC6524342	NC_052526.2	5627429.0	5628290.0	0.0633	0.0662	0.1406	0.0613	0.001	0.1192
OG0006801	CG17974	GB	LOC120445116	NC_053017.2	11452034.0	11454144.0	LOC6530628	NC_052528.2	14575393.0	14576930.0	0.1238	0.131	0.1424	0.1355	0.1749	0.198
OG0001632	CG17982	GB	LOC120456220	NC_053021.2	13614276.0	13615428.0	LOC6525348	NC_052526.2	13730681.0	13731785.0	0.2039	0.2188	0.629	0.2137	0.4845	1.3347
OG0005139	CG17985	GB	LOC120448652	NC_053016.2	16409714.0	16413057.0	LOC6528454	NC_052527.2	16354513.0	16358135.0	0.1158	0.124	0.0983	0.1167	0.0693	0.0776
OG0004988	CG17994	GB	LOC120458693	NC_053016.2	20616453.0	20619100.0	LOC6529047	NC_052527.2	20574613.0	20577372.0	0.2008	0.1906	0.0987	0.223	0.0981	0.1642
OG0004467	CG17996	GB	LOC120445763	NC_053017.2	5880965.0	5881552.0	LOC6529525	NC_052528.2	6952622.0	6953217.0	1.0638	0.7748	0.7711	0.9888	0.5983	0.7007
OG0006725	CG17999	GB	LOC120446012	NC_053017.2	11966387.0	11968287.0	LOC6530740	NC_052528.2	15087913.0	15089837.0	0.3941	0.2868	0.439	0.4073	0.4953	0.403
OG0005538	CG18003	GB	LOC120445341	NC_053017.2	3879632.0	3881016.0	LOC6529347	NC_052528.2	4926202.0	4927477.0	0.1447	0.1155	0.1037	0.1369	0.1599	0.0644
OG0005539	CG18004	GB	LOC120446608	NC_053017.2	3878094.0	3879247.0	LOC6529346	NC_052528.2	4924667.0	4925814.0	0.1467	0.1285	0.1434	0.1529	0.1378	0.1062
OG0002770	CG1801	GB	LOC120456594	NC_053021.2	20750896.0	20758211.0	LOC6526165	NC_052526.2	20944113.0	20951379.0	0.1806	0.1319	0.1087	0.1872	0.1039	0.0947
OG0005467	CG18011	GB	LOC120458322	NC_053016.2	18904240.0	18907791.0	LOC6528876	NC_052527.2	18832405.0	18836264.0	0.083	0.0803	0.0367	0.0866	0.0313	0.0416
OG0010049	CG18048	GB	LOC120452390	NC_053019.2	18120760.0	18122401.0	LOC6537603	NC_052530.2	19899556.0	19900991.0	0.407	0.4384	0.6816	0.4183	0.4809	0.6725
OG0001984	CG1806	GB	LOC120456429	NC_053021.2	2041514.0	2044034.0	LOC6523989	NC_052526.2	2041297.0	2071892.0	0.23	0.2062	0.2575	0.2252	0.2787	0.2446
OG0004414	CG18063	GB	LOC120455356	NC_053016.2	19605713.0	19607568.0	LOC6528955	NC_052527.2	19570283.0	19572026.0	0.2763	0.3167	0.1099	0.2651	0.3591	0.0822
OG0006674	CG18067	GB	LOC120445897	NC_053017.2	12282989.0	12283969.0	LOC6530798	NC_052528.2	15403231.0	15404172.0	0.0893	0.1273	0.1813	0.0861	0.1473	0.093
OG0004704	CG18094	GB	LOC120446252	NC_053017.2	7496469.0	7497769.0	LOC6529719	NC_052528.2	8577318.0	8578637.0	0.0995	0.1051	0.0601	0.1149	0.0287	0.1064
OG0004301	CG18095	GB	LOC120458050	NC_053016.2	14304379.0	14306699.0	LOC6528202	NC_052527.2	14251990.0	14254335.0	0.3568	0.3737	0.3335	0.3469	0.2757	0.1898
OG0004402	CG18109	GB	LOC120458238	NC_053016.2	19801340.0	19807513.0	LOC6528973	NC_052527.2	19763067.0	19769214.0	0.122	0.142	0.2166	0.1149	0.2017	0.1349
OG0002735	CG1812	GB	LOC120455167	NC_053021.2	19945126.0	19948643.0	LOC6526098	NC_052526.2	20180758.0	20184496.0	0.2076	0.1713	0.145	0.1872	0.2365	0.1401
OG0007126	CG18128	GB	LOC120445081	NC_053017.2	21091340.0	21092494.0	LOC6531880	NC_052528.2	22271101.0	22272257.0	0.5763	0.437	0.2879	0.6325	0.7914	0.2942
OG0001982	CG18130	GB	LOC120456969	NC_053021.2	2058392.0	2061046.0	LOC6523991	NC_052526.2	2058096.0	2060740.0	0.0168	0.0157	0.0444	0.013	0.0305	0.0267
OG0002990	CG18131	GB	LOC120456731	NC_053016.2	1507527.0	1509500.0	LOC6526428	NC_052527.2	1532350.0	1534387.0	0.0311	0.028	0.0208	0.031	0.05	0.0206
OG0002992	CG18132	GB	LOC120454400	NC_053016.2	1525761.0	1526515.0	LOC6526430	NC_052527.2	1550706.0	1551502.0	0.1885	0.238	0.1282	0.1738	0.0499	0.0913
OG0009347	CG18135	GB	LOC120449440	NC_053018.2	21539839.0	21547397.0	LOC6534996	NC_052529.2	21534005.0	21542073.0	0.2525	0.185	0.1467	0.2177	0.1696	0.1663
OG0005382	CG1814	GB	LOC120448232	NC_053016.2	18337198.0	18339547.0	LOC6528774	NC_052527.2	18268813.0	18271151.0	0.2988	0.1958	0.4196	0.2693	1.2149	0.3363
OG0012700	CG1815	GB	LOC120451159	NC_053019.2	28481876.0	28490159.0	LOC6539029	NC_052530.2	30284906.0	30293568.0	0.0972	0.1062	0.0826	0.0991	0.0776	0.0973
OG0001552	CG18155	GB	LOC120454935	NC_053021.2	14472450.0	14474697.0	LOC6525439	NC_052526.2	14592884.0	14595180.0	0.0737	0.0759	0.1246	0.0683	0.0725	0.1182
OG0007536	CG18170	GB	LOC120450415	NC_053018.2	1599622.0	1601555.0	LOC6532398	NC_052529.2	1605831.0	1607820.0	0.5278	0.5836	0.7293	0.49	0.4652	0.5216
OG0007562	CG18171	GB	LOC120449932	NC_053018.2	1719497.0	1722009.0	LOC6532433	NC_052529.2	1724490.0	1727448.0	0.2214	0.249	0.3045	0.2154	0.2863	0.2851
OG0008420	CG18178	GB	LOC120448864	NC_053018.2	2274782.0	2276069.0	LOC6532513	NC_052529.2	2279615.0	2280928.0	0.2099	0.2008	0.0996	0.2368	0.1105	0.1152
OG0006535	CG18190	GB	LOC120444834	NC_053017.2	13978287.0	13979434.0	LOC6531012	NC_052528.2	17123507.0	17124635.0	0.1097	0.1393	0.1233	0.1005	0.0815	0.0941
OG0011153	CG18213	GB	LOC120453266	NC_053019.2	11496811.0	11500595.0	LOC6536670	NC_052530.2	13292115.0	13295890.0	0.0867	0.1011	0.1009	0.0804	0.0833	0.0908
OG0009339	CG18223	GB	LOC120450284	NC_053018.2	21617912.0	21619113.0	LOC6535003	NC_052529.2	21616949.0	21618083.0	0.1481	0.1768	0.1376	0.1674	0.1612	0.1114
OG0009307	CG18231	GB	LOC120449111	NC_053018.2	15638482.0	15640434.0	LOC6534210	NC_052529.2	15558036.0	15560058.0	0.4394	0.4299	0.4038	0.4613	0.4689	0.4031
OG0009306	CG18233	GB	LOC120449109	NC_053018.2	15640413.0	15642427.0	LOC6534211	NC_052529.2	15560052.0	15562034.0	0.0424	0.0303	0.0428	0.0393	0.0415	0.0323
OG0009305	CG18234	GB	LOC120449110	NC_053018.2	15642438.0	15644455.0	LOC6534212	NC_052529.2	15562067.0	15564078.0	0.2179	0.1605	0.1239	0.1938	0.1299	0.104
OG0002014	CG1824	GB	LOC120457143	NC_053021.2	6967992.0	6971158.0	LOC6524513	NC_052526.2	6920315.0	6923460.0	0.1421	0.1349	0.1043	0.133	0.3583	0.1146
OG0010205	CG18249	GB	LOC120453373	NC_053019.2	8069276.0	8071282.0	LOC6536176	NC_052530.2	9879729.0	9881792.0	0.0662	0.0576	0.045	0.0661	0.0655	0.0448
OG0002451	CG18258	GB	LOC120457035	NC_053021.2	16048854.0	16050484.0	LOC6525648	NC_052526.2	16205948.0	16207589.0	0.0265	0.0225	0.001	0.026	0.001	0.001
OG0001638	CG18262	GB	LOC120456205	NC_053021.2	13603698.0	13605319.0	LOC6525342	NC_052526.2	13720063.0	13721673.0	0.0777	0.0792	0.0713	0.0777	0.0456	0.0715
OG0009221	CG18265	GB	LOC120449849	NC_053018.2	16781169.0	16796730.0	LOC6534329	NC_052529.2	16724520.0	16742786.0	0.0356	0.0397	0.0307	0.0373	0.0408	0.0375
OG0003422	CG18266	GB	LOC120458627	NC_053016.2	13782294.0	13784264.0	LOC6528130	NC_052527.2	13726133.0	13728049.0	0.1053	0.127	0.1118	0.1266	0.246	0.1771
OG0010162	CG18268	GB	LOC120452360	NC_053019.2	6712255.0	6713508.0	LOC6536008	NC_052530.2	8500033.0	8501640.0	0.1817	0.183	0.1853	0.1899	0.2903	0.2168
OG0003415	CG18269	GB	LOC120454489	NC_053016.2	13828369.0	13829478.0	LOC6528138	NC_052527.2	13771709.0	13773083.0	0.0995	0.0799	0.103	0.0985	0.1525	0.0815
OG0005388	CG1827	GB	LOC120448253	NC_053016.2	18346767.0	18348183.0	LOC6528780	NC_052527.2	18278380.0	18279804.0	0.1994	0.2828	0.0323	0.2643	0.0316	0.0898
OG0000974	CG18273	GB	LOC120456285	NC_053021.2	321258.0	326176.0	LOC6523803	NC_052526.2	337779.0	342511.0	0.242	0.3035	0.2382	0.2168	0.0617	0.1936
OG0004003	CG18302	GB	LOC120458902	NC_053016.2	7035533.0	7038761.0	LOC6527149	NC_052527.2	7023483.0	7025525.0	0.1764	0.1651	0.1272	0.2082	0.095	0.1621
OG0003577	CG18304	GB	LOC120458766	NC_053016.2	6062521.0	6073209.0	LOC6527009	NC_052527.2	6058061.0	6069248.0	0.3223	0.3709	0.3978	0.3622	0.1957	0.4933
OG0005941	CG18324	GB	LOC120447042	NC_053017.2	18460326.0	18462659.0	LOC6530342	NC_052528.2	12587374.0	12588926.0	0.4709	0.6671	0.2865	0.4427	1.2804	0.324
OG0005585	CG18335	GB	LOC120457716	NW_025319012.1	177096.0	178442.0	LOC6529293	NC_052528.2	4530476.0	4531823.0	0.0693	0.0667	0.0918	0.0655	0.0965	0.0818
OG0005588	CG18336	GB	LOC120457725	NW_025319012.1	180979.0	181614.0	LOC6529290	NC_052528.2	4527321.0	4527948.0	0.066	0.0645	0.0665	0.0649	0.0691	0.063
OG0005681	CG18343	GB	LOC120444946	NC_053017.2	19523922.0	19524470.0	LOC6530192	NC_052528.2	11515566.0	11516117.0	0.14	0.15	0.0996	0.1496	0.0869	0.1067
OG0002740	CG1835	GB	LOC120455941	NC_053021.2	20107376.0	20108411.0	LOC6526105	NC_052526.2	20345052.0	20346260.0	0.0883	0.0736	0.0212	0.0774	0.0282	0.0101
OG0006609	CG18367	GB	LOC120445385	NC_053017.2	13173420.0	13174170.0	LOC6530917	NC_052528.2	16317157.0	16317928.0	0.106	0.113	0.0801	0.1125	0.0674	0.0893
OG0005893	CG18368	GB	LOC120444377	NC_053017.2	8880894.0	8884556.0	LOC26534619	NC_052528.2	9973651.0	9977399.0	0.3573	0.3766	0.3707	0.4338	0.2853	0.4964
OG0005930	CG18371	GB	LOC120444429	NC_053017.2	8527756.0	8528838.0	LOC6529875	NC_052528.2	9621322.0	9621867.0	0.0682	0.0732	0.2135	0.0537	0.2234	0.1243
OG0001971	CG1840	GB	LOC120455215	NC_053021.2	15250001.0	15250863.0	LOC6525522	NC_052526.2	15407124.0	15407993.0	0.1333	0.1295	0.1655	0.1234	0.1772	0.1367
OG0012578	CG18404	GB	LOC120453274	NC_053019.2	27061604.0	27062573.0	LOC6538874	NC_052530.2	28863459.0	28866426.0	0.1354	0.1127	0.1438	0.119	0.1034	0.1069
OG0008138	CG18417	GB	LOC120449997	NC_053018.2	8109554.0	8111214.0	LOC6533317	NC_052529.2	8055544.0	8057217.0	0.1325	0.1268	0.2792	0.1203	0.0423	0.2459
OG0011899	CG18428	GB	LOC120451335	NC_053019.2	26619526.0	26620212.0	LOC6538782	NC_052530.2	28417639.0	28418316.0	0.2092	0.4382	0.2227	0.1757	0.0638	0.2153
OG0005243	CG18449	GB	LOC120443981	NC_053016.2	17126485.0	17127052.0	LOC6528578	NC_052527.2	17057474.0	17058407.0	0.1412	0.09	0.1556	0.1191	0.1598	0.0956
OG0006326	CG18467	GB	LOC120446187	NC_053017.2	19667138.0	19671009.0	LOC6531648	NC_052528.2	20823093.0	20825068.0	0.0947	0.1477	0.354	0.1092	0.3629	0.4026
OG0006310	CG18469	GB	LOC120446118	NC_053017.2	19870327.0	19870996.0	LOC6531664	NC_052528.2	21026606.0	21027179.0	0.136	0.1225	0.1706	0.1473	0.0848	0.1913
OG0001965	CG1847	GB	LOC120456141	NC_053021.2	15268048.0	15270349.0	LOC6525529	NC_052526.2	15425745.0	15427594.0	0.034	0.0207	0.0564	0.0253	0.0706	0.0294
OG0010339	CG18473	GB	LOC120453769	NC_053019.2	9205129.0	9206663.0	LOC6536345	NC_052530.2	10995822.0	10997384.0	0.2024	0.2174	0.3025	0.2177	0.2126	0.3305
OG0010584	CG18476	GB	LOC120452794	NC_053019.2	16941624.0	16944825.0	LOC6537412	NC_052530.2	18710070.0	18713267.0	0.1142	0.1298	0.0937	0.1115	0.1436	0.1189
OG0004391	CG18480	GB	LOC120458646	NC_053016.2	19920799.0	19923667.0	LOC6528986	NC_052527.2	19880952.0	19883230.0	0.0382	0.0402	0.0281	0.038	0.0382	0.028
OG0011411	CG18493	GB	LOC120454335	NC_053019.2	4100905.0	4102886.0	LOC6535684	NC_052530.2	5858424.0	5860397.0	0.1308	0.1455	0.1967	0.1414	0.112	0.2494
OG0005087	CG1850	GB	LOC120458798	NC_053016.2	16038621.0	16040645.0	LOC6528401	NC_052527.2	15975165.0	15977447.0	0.0994	0.0964	0.0465	0.1072	0.048	0.0701
OG0004247	CG18507	GB	LOC120446177	NC_053016.2	9740705.0	9748075.0	LOC6527535	NC_052527.2	9694200.0	9716313.0	0.1039	0.0884	0.0608	0.0996	0.0782	0.0705
OG0001242	CG18508	GB	LOC120457269	NC_053021.2	5451804.0	5452529.0	LOC6524334	NC_052526.2	5406409.0	5407359.0	0.2808	0.2183	0.2206	0.2667	0.2192	0.2578
OG0004404	CG18518	GB	LOC120452991	NC_053016.2	19743864.0	19745069.0	LOC6528972	NC_052527.2	19706507.0	19707739.0	0.0285	0.0333	0.0091	0.0285	0.0176	0.0122
OG0011944	CG18528	GB	LOC120454699	NC_053019.2	26372077.0	26374164.0	LOC6538730	NC_052530.2	28169939.0	28172002.0	0.0188	0.0242	0.0173	0.022	0.001	0.0192
OG0006458	CG18536	GB	LOC120446233	NC_053017.2	14525058.0	14525796.0	LOC6531111	NC_052528.2	17666336.0	17667175.0	0.1172	0.1006	0.1572	0.1076	0.1611	0.118
OG0006459	CG18537	GB	LOC120446236	NC_053017.2	14523704.0	14524462.0	LOC6531110	NC_052528.2	17665387.0	17666257.0	0.0635	0.086	0.1121	0.0702	0.0255	0.0901
OG0006460	CG18538	GB	LOC120446235	NC_053017.2	14522648.0	14523487.0	LOC6531109	NC_052528.2	17664335.0	17665226.0	0.1089	0.1143	0.0641	0.0988	0.0276	0.0503
OG0006461	CG18539	GB	LOC120446238	NC_053017.2	14521507.0	14522277.0	LOC6531108	NC_052528.2	17663241.0	17664265.0	0.2717	0.272	0.2755	0.2785	0.3892	0.3324
OG0006462	CG18540	GB	LOC120446234	NC_053017.2	14520371.0	14521134.0	LOC6531107	NC_052528.2	17662090.0	17663164.0	0.0514	0.0586	0.001	0.0576	0.001	0.001
OG0010471	CG18545	GB	LOC120451313	NC_053019.2	10178269.0	10178928.0	LOC6536512	NC_052530.2	11964042.0	11964747.0	0.0744	0.0693	0.0931	0.0721	0.0469	0.082
OG0010622	CG18547	GB	LOC120453236	NC_053019.2	12089071.0	12090895.0	LOC6536741	NC_052530.2	13894449.0	13896301.0	0.293	0.2732	0.1608	0.2612	0.1283	0.1541
OG0010686	CG18549	GB	LOC120452702	NC_053019.2	12574804.0	12582057.0	LOC6536831	NC_052530.2	14374084.0	14381444.0	0.0402	0.0567	0.0762	0.0372	0.0584	0.0696
OG0005924	CG18568	GB	LOC120444636	NC_053017.2	8585117.0	8586370.0	LOC6529883	NC_052528.2	9678346.0	9679610.0	0.3101	0.2991	0.1221	0.3066	0.2995	0.1811
OG0010530	CG18577	GB	LOC120452093	NC_053019.2	11041337.0	11042508.0	LOC6536599	NC_052530.2	12826682.0	12827938.0	0.5174	0.7381	0.7181	0.5193	0.2625	0.6642
OG0008906	CG18581	GB	LOC120448158	NC_053018.2	15319265.0	15319855.0	LOC6534161	NC_052529.2	15235143.0	15235820.0	0.1042	0.1199	0.1502	0.1049	0.3116	0.1651
OG0011290	CG18598	GB	LOC120453159	NC_053019.2	2934126.0	2934866.0	LOC6535531	NC_052530.2	4684375.0	4684778.0	0.1971	0.1174	0.4871	0.2505	0.4121	0.8191
OG0011294	CG18599	GB	LOC120452770	NC_053019.2	2953206.0	2957265.0	LOC6535536	NC_052530.2	4703475.0	4707054.0	0.0202	0.0159	0.0093	0.0183	0.0248	0.001
OG0011303	CG18600	GB	LOC120452536	NC_053019.2	2989674.0	2991269.0	LOC6535548	NC_052530.2	4741308.0	4742901.0	0.2589	0.2815	0.2213	0.249	0.9436	0.2354
OG0006550	CG18605	GB	LOC120446811	NC_053017.2	13849897.0	13851734.0	LOC6530995	NC_052528.2	16996051.0	16997699.0	0.0626	0.0629	0.0735	0.0685	0.0797	0.1048
OG0006516	CG18609	GB	LOC120446960	NC_053017.2	14090987.0	14092171.0	LOC6531035	NC_052528.2	17236316.0	17237516.0	0.0714	0.0723	0.0598	0.0703	0.0436	0.0599
OG0011144	CG18622	GB	LOC120451343	NC_053019.2	11545819.0	11549971.0	LOC6536683	NC_052530.2	13345890.0	13350096.0	0.2085	0.2051	0.1005	0.2663	0.222	0.1618
OG0008487	CG18628	GB	LOC120447715	NC_053018.2	10773973.0	10774411.0	LOC6533606	NC_052529.2	10696148.0	10696586.0	0.1377	0.1564	0.2297	0.1363	0.001	0.1862
OG0006397	CG18635	GB	LOC120446576	NC_053017.2	15051355.0	15053629.0	LOC6531195	NC_052528.2	18192439.0	18194761.0	0.112	0.0857	0.0293	0.1	0.087	0.0178
OG0003087	CG18641	GB	LOC120450340	NC_053016.2	2422610.0	2427214.0	LOC6526564	NC_052527.2	2457873.0	2463169.0	0.031	0.0195	0.0261	0.0264	0.0264	0.0169
OG0008909	CG18649	GB	LOC120448160	NC_053018.2	15323521.0	15324526.0	LOC6534163	NC_052529.2	15237435.0	15241315.0	0.5069	0.634	0.8724	0.5244	1.0762	1.0123
OG0005336	CG18659	GB	LOC120458621	NC_053016.2	17892619.0	17901336.0	LOC6528713	NC_052527.2	17819859.0	17828595.0	0.4719	0.4841	0.596	0.4454	0.3901	0.4539
OG0003800	CG18661	GB	LOC120453197	NC_053016.2	11822649.0	11823612.0	LOC6527821	NC_052527.2	11776853.0	11777788.0	0.4289	0.413	0.5927	0.4322	0.5057	0.5435
OG0003797	CG18662	GB	LOC120458184	NC_053016.2	11791360.0	11792184.0	LOC6527816	NC_052527.2	11759325.0	11760181.0	0.089	0.0649	0.0875	0.0814	0.1215	0.1146
OG0004070	CG18666	GB	LOC120445450	NC_053016.2	7525116.0	7525668.0	LOC6527230	NC_052527.2	7512685.0	7513538.0	0.1511	0.188	0.0838	0.185	0.1849	0.1468
OG0012482	CG18731	GB	LOC120451797	NC_053019.2	20966535.0	20967200.0	LOC6538017	NC_052530.2	22734431.0	22735088.0	0.0411	0.0533	0.0222	0.0404	0.001	0.0237
OG0006860	CG18735	GB	LOC120445487	NC_053017.2	11003834.0	11004939.0	LOC6530562	NC_052528.2	14106360.0	14107595.0	0.1757	0.1472	0.1236	0.1285	0.406	0.0828
OG0010160	CG18744	GB	LOC120452173	NC_053019.2	6717855.0	6719575.0	LOC6536010	NC_052530.2	8505789.0	8507748.0	0.1677	0.1842	0.4154	0.1788	0.2011	0.4256
OG0010155	CG18745	GB	LOC120453357	NC_053019.2	6731247.0	6733518.0	LOC6536015	NC_052530.2	8519962.0	8522325.0	0.2866	0.2894	0.6177	0.2838	0.8803	0.3035
OG0010157	CG18746	GB	LOC120452170	NC_053019.2	6726707.0	6729095.0	LOC6536013	NC_052530.2	8514670.0	8517865.0	0.0744	0.0832	0.0714	0.085	0.1065	0.0864
OG0010154	CG18747	GB	LOC120451773	NC_053019.2	6733880.0	6736489.0	LOC6536016	NC_052530.2	8522674.0	8525304.0	0.1563	0.163	0.1077	0.1602	0.1004	0.1053
OG0010156	CG18748	GB	LOC120453359	NC_053019.2	6729360.0	6731113.0	LOC6536014	NC_052530.2	8518148.0	8519909.0	0.4422	0.3728	0.2898	0.4341	0.8871	0.3119
OG0011831	CG18754	GB	LOC120452440	NC_053019.2	20451496.0	20452919.0	LOC6537912	NC_052530.2	22217587.0	22219414.0	0.1003	0.0891	0.1641	0.0971	0.1156	0.1078
OG0010578	CG18764	GB	LOC120454465	NC_053019.2	16992021.0	16993849.0	LOC6537421	NC_052530.2	18760533.0	18762162.0	0.0391	0.0329	0.0488	0.0339	0.0336	0.0241
OG0010588	CG18765	GB	LOC120452135	NC_053019.2	16927801.0	16929332.0	LOC6537406	NC_052530.2	18696373.0	18697822.0	0.0692	0.0808	0.0529	0.0677	0.0185	0.0652
OG0012293	CG18766	GB	LOC120454291	NC_053019.2	23476111.0	23478856.0	LOC6538288	NC_052530.2	25271778.0	25274537.0	0.0127	0.0134	0.0278	0.0108	0.026	0.0242
